DATETIME,day_ahead_price,imbalance_volatility,negative_price_duration
2001-01-01,68.57529635488837,80.72095698772193,2
2001-01-02,41.145606169204896,22.56481176599619,1
2001-01-03,36.5490474114129,34.0601142931816,0
2001-01-04,50.08451692248614,68.58537321213569,4
2001-01-05,42.01301369660114,63.42485075260672,0
2001-01-06,98.47328017682894,18.72286981541761,3
2001-01-07,39.20390447029105,18.090365342474726,0
2001-01-08,42.757093711394035,62.27652709795565,0
2001-01-09,49.873594747345805,98.08158807833112,0
2001-01-10,18.175158762117043,75.6694011888047,1
2001-01-11,12.603678221118606,41.68720048227267,0
2001-01-12,68.80379420512911,41.60028744990906,2
2001-01-13,74.62574444558292,68.07643026699014,0
2001-01-14,40.251488315107345,85.10930901215356,3
2001-01-15,47.089212165394095,84.76431513302907,1
2001-01-16,44.01084384721511,49.473747074526145,2
2001-01-17,77.55599932423003,17.27374932200449,2
2001-01-18,26.204539011090407,22.571761503755564,2
2001-01-19,48.31520983339326,19.78780447757749,2
2001-01-20,70.77477550136922,21.455182551816797,2
2001-01-21,20.558580703620084,59.27947493973124,0
2001-01-22,47.78243337060537,98.37418707326607,1
2001-01-23,26.83735450994025,30.02118499145497,2
2001-01-24,56.20658516731,16.70931592684687,2
2001-01-25,28.979550634110566,77.59481485697003,3
2001-01-26,12.816126364811097,47.42068777735101,0
2001-01-27,47.33935956173958,29.475877735582582,0
2001-01-28,32.83395065372354,55.543209682935284,3
2001-01-29,4.344776839145297,16.723798301907557,1
2001-01-30,64.90632856066948,74.51409726984042,2
2001-01-31,69.34771815546208,78.00271758678066,1
2001-02-01,-1.5987226646521506,17.772909408820745,1
2001-02-02,87.91648854817288,59.39085647547468,0
2001-02-03,49.71394621165562,24.082905801285506,4
2001-02-04,54.36201860204503,98.55839258865605,2
2001-02-05,22.113125354025406,31.286212422167978,0
2001-02-06,72.36352637779609,39.39183661140156,1
2001-02-07,24.173001202982988,35.68836518801092,1
2001-02-08,29.79671220054871,45.39259341062885,0
2001-02-09,31.726626673230363,44.694464093490716,0
2001-02-10,36.618182887006924,22.555426677146542,0
2001-02-11,52.27768018245721,25.68234161235751,0
2001-02-12,96.26335708473177,27.08515181833356,0
2001-02-13,67.26611731444797,97.10676563753093,4
2001-02-14,35.71805348525908,55.67774615021858,0
2001-02-15,69.42987606223383,17.97588881716891,1
2001-02-16,60.0279073877363,47.10259002336358,0
2001-02-17,50.21193262176235,74.09880219912236,1
2001-02-18,46.16380141202548,26.98066270788114,1
2001-02-19,91.6363624281268,54.64066151234742,1
2001-02-20,97.42734386707377,65.97890145338022,1
2001-02-21,24.186266705469343,90.56199851483412,0
2001-02-22,50.59849273579846,34.24475642939689,1
2001-02-23,79.16820328731848,17.9856819860553,0
2001-02-24,61.29507472824089,47.69943366015374,1
2001-02-25,33.396891500712584,47.016709997285815,0
2001-02-26,74.02120499343408,17.123639297253316,1
2001-02-27,59.212718960878604,16.496239782246917,0
2001-02-28,60.46735070100429,47.358243656168895,0
2001-03-01,31.2812721802049,68.88321395012959,1
2001-03-02,49.17494117779085,68.81599901147689,0
2001-03-03,16.70373031271175,59.92249554941975,1
2001-03-04,59.990439054876774,74.11993169319025,2
2001-03-05,49.253540262873805,41.41882707435819,2
2001-03-06,40.99012151172379,78.74935168851837,2
2001-03-07,36.023674531748455,86.91291310635032,0
2001-03-08,35.83026647803153,75.50460305349944,1
2001-03-09,51.96057360288858,78.98560968777728,3
2001-03-10,43.82286824261755,36.23411759221881,1
2001-03-11,89.10662854831932,69.37223062107729,2
2001-03-12,61.94475955313122,15.279576047045026,1
2001-03-13,35.43812321198622,67.82007097844205,0
2001-03-14,48.51239359468618,72.40232772592933,4
2001-03-15,61.69961314467834,67.92059376449001,0
2001-03-16,35.913720506063015,84.1622563305365,1
2001-03-17,72.8190922340635,98.653497973405,1
2001-03-18,35.90001109646775,35.959555881433275,0
2001-03-19,30.636494165935623,58.869949866738104,1
2001-03-20,37.397012740476995,85.9074383881988,2
2001-03-21,54.491347803260325,14.836466872341845,0
2001-03-22,56.16291789187896,33.38474731551453,2
2001-03-23,72.54562887111396,20.518951189783788,1
2001-03-24,38.28930614855585,69.30657086179676,1
2001-03-25,60.23250890665142,57.742538485594146,2
2001-03-26,29.09078641633147,36.137873924591986,0
2001-03-27,58.906210593747296,59.4823299869056,0
2001-03-28,63.27623089850178,31.15753648684936,1
2001-03-29,102.16378012501872,11.481507680751738,1
2001-03-30,25.45843666963382,16.129097059869807,2
2001-03-31,36.83712195040189,51.87887303384656,2
2001-04-01,52.60978976987006,41.139152748156945,1
2001-04-02,78.14587387317584,96.32693636769251,0
2001-04-03,29.514266233894688,74.52449651772125,1
2001-04-04,100.40987539428289,78.6547340434763,0
2001-04-05,70.78311397050793,16.28802126698612,1
2001-04-06,42.24323019086864,31.202442480578107,2
2001-04-07,54.42194683310516,89.86317659076568,2
2001-04-08,26.452144341678228,88.80457966278517,0
2001-04-09,59.33073126969413,63.98502632890144,0
2001-04-10,21.75688936947551,69.33491230124018,2
2001-04-11,90.99488630075098,52.10686875384001,0
2001-04-12,32.29892279340043,79.49891530487338,1
2001-04-13,56.82455784969353,40.40838297391829,1
2001-04-14,65.39602508666134,32.47300038833254,0
2001-04-15,39.96687329675466,25.108235284793615,1
2001-04-16,48.55929759207269,91.04230128222297,3
2001-04-17,60.192812399334244,31.649109598899756,1
2001-04-18,70.10762526097608,69.39766955028645,0
2001-04-19,17.65861339690848,42.76645445334892,0
2001-04-20,88.15788018593747,85.25536837422408,1
2001-04-21,61.236737623109704,57.50934656800908,1
2001-04-22,41.53665390189939,53.848446511429636,0
2001-04-23,63.09588225487695,39.45689553561036,2
2001-04-24,69.44921053289893,47.98659760976727,1
2001-04-25,31.999654558146048,25.702128453790333,1
2001-04-26,53.637351826634074,10.84131819079091,0
2001-04-27,32.797169440756306,71.38774687216701,1
2001-04-28,52.759388886181725,95.87344522518679,0
2001-04-29,33.283647163161355,40.31514591093212,0
2001-04-30,86.62095940098253,99.11139705308368,0
2001-05-01,40.20963429903014,71.15254046707145,0
2001-05-02,45.98971117841476,49.3173578860637,1
2001-05-03,16.99990176453236,70.77735624748064,0
2001-05-04,18.78900077443955,62.918465099591856,1
2001-05-05,74.93459235731781,38.054628645690926,1
2001-05-06,62.506892433513414,56.10253296336309,0
2001-05-07,50.21078499068327,68.91226497470986,1
2001-05-08,86.14636229867263,41.67002996688174,2
2001-05-09,78.30333658475976,41.26525140921251,1
2001-05-10,65.81371379440718,13.013440665696628,1
2001-05-11,14.573819419783597,85.5561822134405,1
2001-05-12,53.04404123000804,59.715120866022836,1
2001-05-13,49.68275062862347,39.48038183073304,1
2001-05-14,26.998682135950883,44.04880547884134,1
2001-05-15,36.22864557734161,91.10351438365316,1
2001-05-16,42.08615701889703,73.59363836149339,2
2001-05-17,90.16827343811666,38.34850954581124,1
2001-05-18,59.884369082831206,58.57017324786394,0
2001-05-19,59.131756697119584,82.51809748630959,1
2001-05-20,20.234174520995474,38.202637592109525,1
2001-05-21,80.16405536955571,82.71967736618468,1
2001-05-22,51.36379988972369,98.4731871791814,1
2001-05-23,54.502730322937765,15.255655992258049,1
2001-05-24,63.02798595414236,98.17472411613018,2
2001-05-25,73.55353682928948,67.81457246758568,2
2001-05-26,49.93619799430112,72.79712142592285,0
2001-05-27,65.39734574122932,61.088501738073525,0
2001-05-28,25.70092059650129,99.10235881076224,1
2001-05-29,60.28085077273964,26.609716009061916,0
2001-05-30,56.43261056522378,50.94301318246183,1
2001-05-31,68.59463385363395,38.50403869050939,3
2001-06-01,8.079298511160175,76.52358092382799,1
2001-06-02,73.14021533596616,35.62114780047906,1
2001-06-03,41.20802239961035,89.26381634693968,1
2001-06-04,53.23531798533321,40.13038747411546,0
2001-06-05,36.013690792860196,64.66943334917863,0
2001-06-06,86.04416034437088,53.44716511806223,3
2001-06-07,32.64575987165706,41.802312192243235,3
2001-06-08,75.68585059645568,13.58579233416883,1
2001-06-09,62.12549387790844,82.79475402686909,1
2001-06-10,9.08406365597535,94.21154686789812,1
2001-06-11,67.02297566169095,80.65977660285887,0
2001-06-12,46.892522506323026,60.708363027740916,0
2001-06-13,23.424735546734755,89.82526486912982,2
2001-06-14,36.44112433236465,70.73516728374014,3
2001-06-15,52.43866257871551,93.42669492326662,3
2001-06-16,60.96259135830505,15.559989218080837,0
2001-06-17,78.4367623287574,55.25284355971419,2
2001-06-18,60.32438708150215,46.31324784099481,1
2001-06-19,82.53806267334434,87.33766127271375,0
2001-06-20,97.43221066259616,30.825852988802747,1
2001-06-21,44.92504790775793,23.49983669702451,1
2001-06-22,34.70412152158771,51.406191849861386,0
2001-06-23,75.72045730121256,61.73260763600969,0
2001-06-24,58.20864752881229,29.705720241771267,1
2001-06-25,68.16510070779391,47.166776187168395,0
2001-06-26,50.6762926473998,97.29430503523456,1
2001-06-27,54.17364173436253,91.55024869150232,0
2001-06-28,45.090416003723355,69.57786033906194,1
2001-06-29,66.07403286488805,54.445044273732805,0
2001-06-30,40.57321548606657,28.640856228782926,1
2001-07-01,44.67878671026112,45.40524746864688,2
2001-07-02,60.32751788114676,62.16201841725127,1
2001-07-03,31.76386929992052,15.583616724625893,0
2001-07-04,27.110061481074375,98.38955165006392,3
2001-07-05,42.750520770505645,54.08507842309441,0
2001-07-06,45.04816176467432,83.37555853473172,1
2001-07-07,77.68054250353268,73.76899751721028,2
2001-07-08,55.464739922590994,20.435720362953482,1
2001-07-09,68.00103287535163,54.19171629637311,0
2001-07-10,52.5349740933063,14.559641555288765,1
2001-07-11,21.63629284604284,71.42456196393346,2
2001-07-12,57.45092894566611,72.82425931306854,0
2001-07-13,44.06096080568597,74.05205130628427,0
2001-07-14,60.55938732899416,49.15440739012878,3
2001-07-15,38.209992403667215,85.23032859074058,2
2001-07-16,32.485460414158226,88.04643525606376,1
2001-07-17,66.9765663169984,18.76423086377206,0
2001-07-18,18.194177241836016,64.13898731660575,3
2001-07-19,71.92674099860832,23.00259444040001,0
2001-07-20,46.91112838485414,87.72689320085328,1
2001-07-21,42.308614049857276,29.568080830919794,3
2001-07-22,50.444228167348975,18.921826781362224,0
2001-07-23,97.45197397851997,29.57106574893854,2
2001-07-24,62.88623421962149,52.164829675157286,1
2001-07-25,10.806928402322377,19.894947823694658,0
2001-07-26,72.97440092602469,23.93245563945962,3
2001-07-27,23.031256186597066,59.93095707150836,2
2001-07-28,25.5188944952773,31.326211545369635,1
2001-07-29,68.64340421693848,83.14859088745297,0
2001-07-30,53.68386893113837,62.87613904677131,0
2001-07-31,51.79159989227796,29.987188234431034,1
2001-08-01,71.09625502132063,48.89217858368326,1
2001-08-02,67.66907470091546,17.306551663712444,0
2001-08-03,66.28190574359104,17.32566957621576,2
2001-08-04,17.949070449611256,29.0727578045691,0
2001-08-05,30.699147105865173,74.40948685174894,0
2001-08-06,48.47737297796206,44.82488066982078,1
2001-08-07,28.315133743696247,11.412731213769941,0
2001-08-08,39.419742349687944,54.2762091428773,1
2001-08-09,11.413352761402862,86.15446942844527,2
2001-08-10,33.162324502731806,55.66529921680407,1
2001-08-11,99.36989763970081,55.06518402978811,1
2001-08-12,53.95859893968744,72.73150316671567,2
2001-08-13,16.496505953468187,50.51453548189809,1
2001-08-14,53.637112723499115,86.28572523883817,0
2001-08-15,22.526276922938933,67.80368269067665,0
2001-08-16,29.803565893671976,22.631614748657846,3
2001-08-17,62.806333461169714,15.542921946485162,0
2001-08-18,53.28025478159111,73.81110646104068,1
2001-08-19,77.01245090837318,79.24604096819958,0
2001-08-20,41.900617897955634,35.95107126220586,1
2001-08-21,67.03072259805293,89.75090175553945,0
2001-08-22,100.69818581959336,19.294898779521613,3
2001-08-23,40.935080384195516,92.77343915159369,0
2001-08-24,19.627702685255617,26.316351845557914,0
2001-08-25,53.040235394187505,65.66490838023724,2
