DATETIME,uk_cpi,uk_gdp_index,bank_rate
2001-01-01,72.6,70.9,5.75
2001-01-02,72.6032258064516,70.9,5.75
2001-01-03,72.60645161290321,70.9,5.75
2001-01-04,72.60967741935484,70.9,5.75
2001-01-05,72.61290322580645,70.9,5.75
2001-01-06,72.61612903225806,70.9,5.75
2001-01-07,72.61935483870967,70.9,5.75
2001-01-08,72.62258064516129,70.9,5.75
2001-01-09,72.6258064516129,70.9,5.75
2001-01-10,72.62903225806451,70.9,5.75
2001-01-11,72.63225806451612,70.9,5.75
2001-01-12,72.63548387096773,70.9,5.75
2001-01-13,72.63870967741936,70.9,5.75
2001-01-14,72.64193548387097,70.9,5.75
2001-01-15,72.64516129032258,70.9,5.75
2001-01-16,72.64838709677419,70.9,5.75
2001-01-17,72.65161290322581,70.9,5.75
2001-01-18,72.65483870967742,70.9,5.75
2001-01-19,72.65806451612903,70.9,5.75
2001-01-20,72.66129032258064,70.9,5.75
2001-01-21,72.66451612903226,70.9,5.75
2001-01-22,72.66774193548387,70.9,5.75
2001-01-23,72.67096774193548,70.9,5.75
2001-01-24,72.6741935483871,70.9,5.75
2001-01-25,72.6774193548387,70.9,5.75
2001-01-26,72.68064516129033,70.9,5.75
2001-01-27,72.68387096774194,70.9,5.75
2001-01-28,72.68709677419355,70.9,5.75
2001-01-29,72.69032258064516,70.9,5.75
2001-01-30,72.69354838709678,70.9,5.75
2001-01-31,72.69677419354839,70.9,5.75
2001-02-01,72.7,70.9,5.75
2001-02-02,72.71071428571429,70.91785714285714,5.75
2001-02-03,72.72142857142858,70.9357142857143,5.75
2001-02-04,72.73214285714286,70.95357142857144,5.75
2001-02-05,72.74285714285715,70.97142857142858,5.75
2001-02-06,72.75357142857143,70.98928571428571,5.75
2001-02-07,72.76428571428572,71.00714285714287,5.75
2001-02-08,72.775,71.025,5.75
2001-02-09,72.78571428571429,71.04285714285714,5.745535714285714
2001-02-10,72.79642857142858,71.0607142857143,5.741071428571429
2001-02-11,72.80714285714286,71.07857142857144,5.736607142857143
2001-02-12,72.81785714285715,71.09642857142858,5.732142857142857
2001-02-13,72.82857142857144,71.11428571428571,5.727678571428571
2001-02-14,72.83928571428572,71.13214285714287,5.723214285714286
2001-02-15,72.85,71.15,5.71875
2001-02-16,72.86071428571428,71.16785714285714,5.714285714285714
2001-02-17,72.87142857142857,71.1857142857143,5.709821428571429
2001-02-18,72.88214285714285,71.20357142857144,5.705357142857143
2001-02-19,72.89285714285714,71.22142857142858,5.700892857142857
2001-02-20,72.90357142857142,71.23928571428571,5.696428571428571
2001-02-21,72.91428571428571,71.25714285714287,5.691964285714286
2001-02-22,72.925,71.275,5.6875
2001-02-23,72.93571428571428,71.29285714285714,5.683035714285714
2001-02-24,72.94642857142857,71.3107142857143,5.678571428571429
2001-02-25,72.95714285714286,71.32857142857144,5.674107142857143
2001-02-26,72.96785714285714,71.34642857142858,5.669642857142857
2001-02-27,72.97857142857143,71.36428571428571,5.665178571428571
2001-02-28,72.98928571428571,71.38214285714287,5.660714285714286
2001-03-01,73.0,71.4,5.65625
2001-03-02,73.01290322580645,71.39354838709679,5.651785714285714
2001-03-03,73.02580645161291,71.38709677419355,5.647321428571429
2001-03-04,73.03870967741936,71.38064516129033,5.642857142857143
2001-03-05,73.0516129032258,71.3741935483871,5.638392857142857
2001-03-06,73.06451612903226,71.36774193548388,5.633928571428571
2001-03-07,73.07741935483871,71.36129032258064,5.629464285714286
2001-03-08,73.09032258064516,71.35483870967742,5.625
2001-03-09,73.10322580645162,71.3483870967742,5.620535714285714
2001-03-10,73.11612903225807,71.34193548387097,5.616071428571429
2001-03-11,73.12903225806451,71.33548387096775,5.611607142857143
2001-03-12,73.14193548387097,71.32903225806452,5.607142857142857
2001-03-13,73.15483870967742,71.3225806451613,5.602678571428571
2001-03-14,73.16774193548387,71.31612903225808,5.598214285714286
2001-03-15,73.18064516129033,71.30967741935484,5.59375
2001-03-16,73.19354838709678,71.30322580645162,5.589285714285714
2001-03-17,73.20645161290322,71.29677419354839,5.584821428571429
2001-03-18,73.21935483870968,71.29032258064517,5.580357142857143
2001-03-19,73.23225806451613,71.28387096774193,5.575892857142857
2001-03-20,73.24516129032259,71.27741935483871,5.571428571428571
2001-03-21,73.25806451612904,71.2709677419355,5.566964285714286
2001-03-22,73.2709677419355,71.26451612903226,5.5625
2001-03-23,73.28387096774193,71.25806451612904,5.558035714285714
2001-03-24,73.29677419354839,71.2516129032258,5.553571428571429
2001-03-25,73.30967741935484,71.24516129032259,5.549107142857143
2001-03-26,73.3225806451613,71.23870967741937,5.544642857142857
2001-03-27,73.33548387096775,71.23225806451613,5.540178571428571
2001-03-28,73.3483870967742,71.22580645161291,5.535714285714286
2001-03-29,73.36129032258064,71.21935483870968,5.53125
2001-03-30,73.3741935483871,71.21290322580646,5.526785714285714
2001-03-31,73.38709677419355,71.20645161290322,5.522321428571429
2001-04-01,73.4,71.2,5.517857142857143
2001-04-02,73.42,71.20333333333333,5.513392857142857
2001-04-03,73.44000000000001,71.20666666666666,5.508928571428571
2001-04-04,73.46000000000001,71.21000000000001,5.504464285714286
2001-04-05,73.48,71.21333333333334,5.5
2001-04-06,73.5,71.21666666666667,5.492857142857143
2001-04-07,73.52000000000001,71.22,5.485714285714286
2001-04-08,73.54,71.22333333333333,5.478571428571429
2001-04-09,73.56,71.22666666666667,5.4714285714285715
2001-04-10,73.58,71.23,5.464285714285714
2001-04-11,73.60000000000001,71.23333333333333,5.457142857142857
2001-04-12,73.62,71.23666666666666,5.45
2001-04-13,73.64,71.24,5.442857142857143
2001-04-14,73.66,71.24333333333334,5.435714285714286
2001-04-15,73.68,71.24666666666667,5.428571428571429
2001-04-16,73.7,71.25,5.421428571428572
2001-04-17,73.72,71.25333333333333,5.414285714285715
2001-04-18,73.74000000000001,71.25666666666666,5.4071428571428575
2001-04-19,73.76,71.26,5.4
2001-04-20,73.78,71.26333333333334,5.392857142857143
2001-04-21,73.8,71.26666666666667,5.385714285714286
2001-04-22,73.82000000000001,71.27,5.378571428571429
2001-04-23,73.84,71.27333333333333,5.371428571428572
2001-04-24,73.86,71.27666666666667,5.364285714285714
2001-04-25,73.88,71.28,5.357142857142857
2001-04-26,73.9,71.28333333333333,5.35
2001-04-27,73.92,71.28666666666666,5.3428571428571425
2001-04-28,73.94,71.28999999999999,5.335714285714285
2001-04-29,73.96,71.29333333333334,5.328571428571428
2001-04-30,73.98,71.29666666666667,5.321428571428571
2001-05-01,74.0,71.3,5.314285714285714
2001-05-02,74.00322580645161,71.30967741935484,5.307142857142857
2001-05-03,74.00645161290322,71.31935483870967,5.3
2001-05-04,74.00967741935484,71.32903225806452,5.292857142857143
2001-05-05,74.01290322580645,71.33870967741935,5.285714285714286
2001-05-06,74.01612903225806,71.34838709677419,5.2785714285714285
2001-05-07,74.01935483870967,71.35806451612903,5.271428571428571
2001-05-08,74.02258064516128,71.36774193548386,5.264285714285714
2001-05-09,74.02580645161291,71.37741935483871,5.257142857142857
2001-05-10,74.02903225806452,71.38709677419355,5.25
2001-05-11,74.03225806451613,71.39677419354838,5.247023809523809
2001-05-12,74.03548387096774,71.40645161290323,5.244047619047619
2001-05-13,74.03870967741935,71.41612903225806,5.241071428571429
2001-05-14,74.04193548387097,71.4258064516129,5.238095238095238
2001-05-15,74.04516129032258,71.43548387096774,5.2351190476190474
2001-05-16,74.04838709677419,71.44516129032257,5.232142857142857
2001-05-17,74.0516129032258,71.45483870967742,5.229166666666667
2001-05-18,74.05483870967741,71.46451612903225,5.226190476190476
2001-05-19,74.05806451612902,71.47419354838709,5.223214285714286
2001-05-20,74.06129032258065,71.48387096774194,5.220238095238095
2001-05-21,74.06451612903226,71.49354838709677,5.217261904761905
2001-05-22,74.06774193548387,71.50322580645161,5.214285714285714
2001-05-23,74.07096774193548,71.51290322580644,5.211309523809524
2001-05-24,74.07419354838709,71.52258064516128,5.208333333333333
2001-05-25,74.07741935483871,71.53225806451613,5.205357142857143
2001-05-26,74.08064516129032,71.54193548387096,5.2023809523809526
2001-05-27,74.08387096774193,71.5516129032258,5.199404761904762
2001-05-28,74.08709677419354,71.56129032258065,5.196428571428571
2001-05-29,74.09032258064515,71.57096774193548,5.193452380952381
2001-05-30,74.09354838709677,71.58064516129032,5.190476190476191
2001-05-31,74.09677419354838,71.59032258064515,5.1875
2001-06-01,74.1,71.6,5.184523809523809
2001-06-02,74.08333333333333,71.6,5.181547619047619
2001-06-03,74.06666666666666,71.6,5.178571428571429
2001-06-04,74.05,71.6,5.175595238095238
2001-06-05,74.03333333333333,71.6,5.1726190476190474
2001-06-06,74.01666666666667,71.6,5.169642857142857
2001-06-07,74.0,71.6,5.166666666666667
2001-06-08,73.98333333333333,71.6,5.163690476190476
2001-06-09,73.96666666666665,71.6,5.160714285714286
2001-06-10,73.94999999999999,71.6,5.157738095238095
2001-06-11,73.93333333333332,71.6,5.154761904761905
2001-06-12,73.91666666666666,71.6,5.151785714285714
2001-06-13,73.89999999999999,71.6,5.148809523809524
2001-06-14,73.88333333333333,71.6,5.145833333333333
2001-06-15,73.86666666666666,71.6,5.142857142857143
2001-06-16,73.85,71.6,5.1398809523809526
2001-06-17,73.83333333333333,71.6,5.136904761904762
2001-06-18,73.81666666666666,71.6,5.133928571428571
2001-06-19,73.8,71.6,5.130952380952381
2001-06-20,73.78333333333333,71.6,5.127976190476191
2001-06-21,73.76666666666667,71.6,5.125
2001-06-22,73.75,71.6,5.122023809523809
2001-06-23,73.73333333333333,71.6,5.119047619047619
2001-06-24,73.71666666666665,71.6,5.116071428571429
2001-06-25,73.69999999999999,71.6,5.113095238095238
2001-06-26,73.68333333333332,71.6,5.1101190476190474
2001-06-27,73.66666666666666,71.6,5.107142857142857
2001-06-28,73.64999999999999,71.6,5.104166666666667
2001-06-29,73.63333333333333,71.6,5.101190476190476
2001-06-30,73.61666666666666,71.6,5.098214285714286
2001-07-01,73.6,71.6,5.095238095238095
2001-07-02,73.60967741935484,71.6032258064516,5.092261904761905
2001-07-03,73.61935483870967,71.60645161290321,5.089285714285714
2001-07-04,73.62903225806451,71.60967741935484,5.086309523809524
2001-07-05,73.63870967741936,71.61290322580645,5.083333333333333
2001-07-06,73.64838709677419,71.61612903225806,5.080357142857143
2001-07-07,73.65806451612903,71.61935483870967,5.0773809523809526
2001-07-08,73.66774193548387,71.62258064516129,5.074404761904762
2001-07-09,73.6774193548387,71.6258064516129,5.071428571428571
2001-07-10,73.68709677419355,71.62903225806451,5.068452380952381
2001-07-11,73.69677419354838,71.63225806451612,5.065476190476191
2001-07-12,73.70645161290322,71.63548387096773,5.0625
2001-07-13,73.71612903225807,71.63870967741936,5.059523809523809
2001-07-14,73.7258064516129,71.64193548387097,5.056547619047619
2001-07-15,73.73548387096774,71.64516129032258,5.053571428571429
2001-07-16,73.74516129032259,71.64838709677419,5.050595238095238
2001-07-17,73.75483870967741,71.65161290322581,5.0476190476190474
2001-07-18,73.76451612903226,71.65483870967742,5.044642857142857
2001-07-19,73.7741935483871,71.65806451612903,5.041666666666667
2001-07-20,73.78387096774193,71.66129032258064,5.038690476190476
2001-07-21,73.79354838709678,71.66451612903226,5.035714285714286
2001-07-22,73.80322580645162,71.66774193548387,5.032738095238095
2001-07-23,73.81290322580645,71.67096774193548,5.029761904761905
2001-07-24,73.8225806451613,71.6741935483871,5.026785714285714
2001-07-25,73.83225806451613,71.6774193548387,5.023809523809524
2001-07-26,73.84193548387097,71.68064516129033,5.020833333333333
2001-07-27,73.85161290322581,71.68387096774194,5.017857142857143
2001-07-28,73.86129032258064,71.68709677419355,5.0148809523809526
2001-07-29,73.87096774193549,71.69032258064516,5.011904761904762
2001-07-30,73.88064516129033,71.69354838709678,5.008928571428571
2001-07-31,73.89032258064516,71.69677419354839,5.005952380952381
2001-08-01,73.9,71.7,5.002976190476191
2001-08-02,73.90645161290323,71.69677419354839,5.0
2001-08-03,73.91290322580646,71.69354838709678,4.99468085106383
2001-08-04,73.91935483870968,71.69032258064516,4.98936170212766
2001-08-05,73.92580645161291,71.68709677419355,4.98404255319149
2001-08-06,73.93225806451613,71.68387096774194,4.9787234042553195
2001-08-07,73.93870967741935,71.68064516129033,4.973404255319149
2001-08-08,73.94516129032259,71.6774193548387,4.968085106382978
2001-08-09,73.95161290322581,71.6741935483871,4.962765957446808
2001-08-10,73.95806451612903,71.67096774193548,4.957446808510638
2001-08-11,73.96451612903226,71.66774193548387,4.952127659574468
2001-08-12,73.97096774193548,71.66451612903226,4.946808510638298
2001-08-13,73.97741935483872,71.66129032258064,4.941489361702128
2001-08-14,73.98387096774194,71.65806451612903,4.9361702127659575
2001-08-15,73.99032258064516,71.65483870967742,4.930851063829787
2001-08-16,73.99677419354839,71.65161290322581,4.925531914893617
2001-08-17,74.00322580645161,71.64838709677419,4.920212765957447
2001-08-18,74.00967741935484,71.64516129032258,4.914893617021277
2001-08-19,74.01612903225806,71.64193548387097,4.909574468085107
2001-08-20,74.02258064516128,71.63870967741936,4.904255319148936
2001-08-21,74.02903225806452,71.63548387096773,4.898936170212766
2001-08-22,74.03548387096774,71.63225806451612,4.8936170212765955
2001-08-23,74.04193548387097,71.62903225806451,4.888297872340425
2001-08-24,74.04838709677419,71.6258064516129,4.882978723404255
2001-08-25,74.05483870967741,71.62258064516129,4.877659574468085
2001-08-26,74.06129032258065,71.61935483870967,4.872340425531915
2001-08-27,74.06774193548387,71.61612903225806,4.867021276595745
2001-08-28,74.07419354838709,71.61290322580645,4.861702127659575
2001-08-29,74.08064516129032,71.60967741935484,4.8563829787234045
2001-08-30,74.08709677419354,71.60645161290321,4.851063829787234
2001-08-31,74.09354838709677,71.6032258064516,4.845744680851064
2001-09-01,74.1,71.6,4.840425531914893
2001-09-02,74.09333333333333,71.60666666666665,4.835106382978723
2001-09-03,74.08666666666666,71.61333333333333,4.829787234042553
2001-09-04,74.08,71.61999999999999,4.824468085106383
2001-09-05,74.07333333333332,71.62666666666667,4.819148936170213
2001-09-06,74.06666666666666,71.63333333333333,4.8138297872340425
2001-09-07,74.06,71.64,4.808510638297872
2001-09-08,74.05333333333333,71.64666666666666,4.803191489361702
2001-09-09,74.04666666666667,71.65333333333332,4.797872340425532
2001-09-10,74.03999999999999,71.66,4.792553191489362
2001-09-11,74.03333333333333,71.66666666666666,4.787234042553192
2001-09-12,74.02666666666667,71.67333333333333,4.781914893617022
2001-09-13,74.02,71.67999999999999,4.776595744680851
2001-09-14,74.01333333333334,71.68666666666667,4.7712765957446805
2001-09-15,74.00666666666666,71.69333333333333,4.76595744680851
2001-09-16,74.0,71.69999999999999,4.76063829787234
2001-09-17,73.99333333333334,71.70666666666666,4.75531914893617
2001-09-18,73.98666666666666,71.71333333333332,4.75
2001-09-19,73.98,71.72,4.734375
2001-09-20,73.97333333333333,71.72666666666666,4.71875
2001-09-21,73.96666666666667,71.73333333333333,4.703125
2001-09-22,73.96000000000001,71.74,4.6875
2001-09-23,73.95333333333333,71.74666666666667,4.671875
2001-09-24,73.94666666666667,71.75333333333333,4.65625
2001-09-25,73.94,71.75999999999999,4.640625
2001-09-26,73.93333333333334,71.76666666666667,4.625
2001-09-27,73.92666666666668,71.77333333333333,4.609375
2001-09-28,73.92,71.78,4.59375
2001-09-29,73.91333333333334,71.78666666666666,4.578125
2001-09-30,73.90666666666667,71.79333333333334,4.5625
2001-10-01,73.9,71.8,4.546875
2001-10-02,73.8967741935484,71.8,4.53125
2001-10-03,73.89354838709679,71.8,4.515625
2001-10-04,73.89032258064516,71.8,4.5
2001-10-05,73.88709677419355,71.8,4.485714285714286
2001-10-06,73.88387096774194,71.8,4.4714285714285715
2001-10-07,73.88064516129033,71.8,4.457142857142857
2001-10-08,73.87741935483871,71.8,4.442857142857143
2001-10-09,73.8741935483871,71.8,4.428571428571429
2001-10-10,73.87096774193549,71.8,4.414285714285715
2001-10-11,73.86774193548388,71.8,4.4
2001-10-12,73.86451612903227,71.8,4.385714285714286
