DATETIME,freq_excursion_flag,freq_p99_dev
2001-01-01,0.0,0.06441038548488517
2001-01-02,0.0,0.07603577918190793
2001-01-03,0.0,0.12631575494755382
2001-01-04,0.0,0.05546422436151802
2001-01-05,0.0,0.1239584555872942
2001-01-06,0.0,0.10393256871184668
2001-01-07,0.0,0.09077248498853636
2001-01-08,0.0,0.09365061581427231
2001-01-09,0.0,0.10920829913558475
2001-01-10,0.0,0.07531447149932477
2001-01-11,0.0,0.07029008501859965
2001-01-12,0.0,0.1482813000295072
2001-01-13,0.0,0.08176932310354466
2001-01-14,0.0,0.10703029590035781
2001-01-15,0.0,0.13777242089922406
2001-01-16,0.0,0.10847827866240856
2001-01-17,0.0,0.10741560394209648
2001-01-18,0.0,0.1380492990905826
2001-01-19,0.0,0.0637581019382853
2001-01-20,0.0,0.0914229663063846
2001-01-21,0.0,0.06177723484402939
2001-01-22,1.0,0.08780921712375685
2001-01-23,0.0,0.11559944206265925
2001-01-24,0.0,0.11782396814808438
2001-01-25,0.0,0.14074654144928028
2001-01-26,0.0,0.0666521774516368
2001-01-27,0.0,0.05627675280631564
2001-01-28,0.0,0.1153877521911958
2001-01-29,0.0,0.06510983744082177
2001-01-30,0.0,0.14382030503309073
2001-01-31,0.0,0.10129902337945905
2001-02-01,0.0,0.06676525126613485
2001-02-02,0.0,0.07412941122123348
2001-02-03,0.0,0.13808004509883032
2001-02-04,0.0,0.08312916457302419
2001-02-05,0.0,0.12025473766051177
2001-02-06,0.0,0.13747790697997414
2001-02-07,0.0,0.10064421910460292
2001-02-08,0.0,0.06352866337732635
2001-02-09,0.0,0.08206042149788678
2001-02-10,0.0,0.08513401802346804
2001-02-11,0.0,0.11971102136493869
2001-02-12,0.0,0.11502812288331962
2001-02-13,0.0,0.07969820808974416
2001-02-14,0.0,0.13020663109319652
2001-02-15,0.0,0.0649696281105437
2001-02-16,0.0,0.10270961559097752
2001-02-17,0.0,0.1286270475879579
2001-02-18,1.0,0.0592359352727192
2001-02-19,0.0,0.06532738654350714
2001-02-20,0.0,0.1424439455665748
2001-02-21,0.0,0.10951252972317771
2001-02-22,0.0,0.05077981855603149
2001-02-23,0.0,0.12849614020314448
2001-02-24,0.0,0.10133007262648613
2001-02-25,0.0,0.1466083327900422
2001-02-26,0.0,0.13518841995328412
2001-02-27,0.0,0.06423029868831459
2001-02-28,0.0,0.05574367014675105
2001-03-01,0.0,0.052822422885785474
2001-03-02,0.0,0.0674415028040469
2001-03-03,0.0,0.059904072189978355
2001-03-04,0.0,0.05764983874112624
2001-03-05,0.0,0.14481204152243338
2001-03-06,0.0,0.057345907416008195
2001-03-07,0.0,0.08750408014527426
2001-03-08,1.0,0.10198913243736332
2001-03-09,0.0,0.11977043904700913
2001-03-10,0.0,0.11086069599225976
2001-03-11,0.0,0.13143205281480047
2001-03-12,0.0,0.10994975655149379
2001-03-13,0.0,0.13891595872264464
2001-03-14,0.0,0.12091690756773736
2001-03-15,0.0,0.08044030955092465
2001-03-16,0.0,0.061381852552662854
2001-03-17,0.0,0.07361792797574329
2001-03-18,0.0,0.13460375690728166
2001-03-19,0.0,0.0634988268288817
2001-03-20,0.0,0.06047570428443666
2001-03-21,0.0,0.13457677236612692
2001-03-22,0.0,0.053535333869545954
2001-03-23,0.0,0.11272658424659175
2001-03-24,0.0,0.13848363934145652
2001-03-25,0.0,0.07628405258372514
2001-03-26,0.0,0.12008642996811618
2001-03-27,0.0,0.10521032008469527
2001-03-28,0.0,0.08659026923205008
2001-03-29,0.0,0.08570031097288675
2001-03-30,0.0,0.12079730951122497
2001-03-31,0.0,0.07663210031181467
2001-04-01,0.0,0.13877023885660544
2001-04-02,0.0,0.13209963162576893
2001-04-03,0.0,0.07689359511805524
2001-04-04,0.0,0.13688004323955416
2001-04-05,0.0,0.06397645837765628
2001-04-06,0.0,0.14722511031798186
2001-04-07,0.0,0.05576918684285706
2001-04-08,0.0,0.09625900692334191
2001-04-09,0.0,0.06383778611661137
2001-04-10,0.0,0.06403829756653097
2001-04-11,0.0,0.13556102428619332
2001-04-12,0.0,0.1252406289688553
2001-04-13,0.0,0.11030772385124082
2001-04-14,0.0,0.10185810512427546
2001-04-15,0.0,0.13333350156631693
2001-04-16,0.0,0.08842905306265755
2001-04-17,0.0,0.12805602738713107
2001-04-18,0.0,0.12571570137300825
2001-04-19,0.0,0.10279490202894485
2001-04-20,0.0,0.11017619056518566
2001-04-21,0.0,0.09171337382011671
2001-04-22,1.0,0.13746164161168478
2001-04-23,0.0,0.10115201633451795
2001-04-24,0.0,0.14913171347114557
2001-04-25,0.0,0.057714947019127785
2001-04-26,0.0,0.09673271843564626
2001-04-27,0.0,0.1130469441350669
2001-04-28,0.0,0.14264201536073134
2001-04-29,0.0,0.09765300867815369
2001-04-30,0.0,0.14891376405679743
2001-05-01,0.0,0.08468573378667155
2001-05-02,0.0,0.05870662915516028
2001-05-03,0.0,0.13709705345629558
2001-05-04,0.0,0.11823423647406944
2001-05-05,0.0,0.07719907022646308
2001-05-06,0.0,0.056918890816325174
2001-05-07,0.0,0.14320942638330061
2001-05-08,0.0,0.14039299798595226
2001-05-09,0.0,0.07351556177106477
2001-05-10,1.0,0.058738989339656524
2001-05-11,0.0,0.14800988326807968
2001-05-12,0.0,0.10898582606427963
2001-05-13,0.0,0.14432513593471408
2001-05-14,0.0,0.14815293178771508
2001-05-15,0.0,0.11873351763425206
2001-05-16,0.0,0.11579002739482894
