SETTLEMENT_DATE,SETTLEMENT_PERIOD,ND,TSD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,SCOTTISH_TRANSFER,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW,ELECLINK_FLOW,VIKING_FLOW,GREENLINK_FLOW
2011-01-01,00:00:00,34606,35648,31058,484,1730,0,79,0,60,0,1939,0,0,-382,0,0,0,0,0,0
2011-01-01,00:30:00,35092,36089,31460,520,1730,0,79,0,16,0,1939,0,0,-381,0,0,0,0,0,0
2011-01-01,01:00:00,34725,36256,31109,520,1730,0,79,0,549,0,1989,0,0,-382,0,0,0,0,0,0
2011-01-01,01:30:00,33649,35628,30174,512,1730,0,79,0,998,0,1991,0,0,-381,0,0,0,0,0,0
2011-01-01,02:00:00,32644,34752,29253,512,1730,0,79,0,1126,0,1992,0,0,-382,0,0,0,0,0,0
2011-01-01,02:30:00,32092,34134,28688,464,1730,0,79,0,1061,0,1992,0,0,-381,0,0,0,0,0,0
2011-01-01,03:00:00,31101,33174,27714,464,1730,0,79,0,1092,0,1992,0,0,-381,0,0,0,0,0,0
2011-01-01,03:30:00,29874,32471,26575,473,1730,0,79,0,1616,0,1993,0,0,-381,0,0,0,0,0,0
2011-01-01,04:00:00,28795,31415,25623,473,1730,0,79,0,1639,0,1992,0,0,-381,0,0,0,0,0,0
2011-01-01,04:30:00,28097,30696,25034,511,1730,0,79,0,1618,0,1992,0,0,-381,0,0,0,0,0,0
2011-01-01,05:00:00,27549,30143,24589,511,1730,0,79,0,1613,0,1992,0,0,-381,0,0,0,0,0,0
2011-01-01,05:30:00,27202,29789,24281,511,1730,0,79,0,1606,0,1992,0,0,-381,0,0,0,0,0,0
2011-01-01,06:00:00,27237,29829,24363,511,1730,0,79,0,1568,0,1992,0,0,-424,0,0,0,0,0,0
2011-01-01,06:30:00,27105,28911,24333,493,1730,0,79,0,778,0,1991,0,0,-428,0,0,0,0,0,0
2011-01-01,07:00:00,26951,27999,24179,493,1730,0,79,0,16,0,1991,0,0,-432,0,0,0,0,0,0
